campaign_id,order_id,campaign_type,start_date,end_date,marketing_spend,reach,impressions,clicks,conversion_rate
CAM014999,ORD030879,Google Ads,2023-08-05,2024-03-22,1444,185267,84854,199,0.05
CAM015000,ORD003910,Google Ads,2023-03-13,2024-05-01,16381,161575,73768,84,0.07
CAM015001,ORD033797,TV Commercial,2023-07-13,2024-04-10,4421,178644,175576,441,0.06
CAM015002,ORD030179,Email Campaign,2023-09-19,2024-08-27,3549,178961,227892,714,0.07
CAM015003,ORD036365,Social Media,2023-12-04,2024-05-17,5452,57840,197097,838,0.05
CAM015004,ORD048627,Radio Ads,2023-09-25,2023-12-26,1195,70084,135261,103,0.02
CAM015005,ORD025519,Radio Ads,2022-12-22,2024-02-08,4354,154591,232714,1186,0.03
CAM015006,ORD024609,Email Campaign,2023-04-03,2024-11-28,2694,159433,233887,211,0.01
CAM015007,ORD021910,Email Campaign,2023-08-25,2024-08-15,17242,145265,43080,460,0.08
CAM015008,ORD038376,Social Media,2023-10-09,2024-08-17,3529,101920,202110,335,0.02
CAM015009,ORD026410,Radio Ads,2023-03-25,2024-01-25,1060,97338,9993,1625,0.04
CAM015010,ORD000822,Email Campaign,2023-03-17,2024-03-26,3415,183138,137200,1738,0.07
CAM015011,ORD010521,TV Commercial,2023-08-04,2024-09-17,6622,109277,199658,1415,0.05
CAM015012,ORD044204,Radio Ads,2023-03-12,2024-04-26,10019,15953,166254,1145,0.07
CAM015013,ORD003318,TV Commercial,2023-05-03,2024-02-26,14091,96574,85606,919,0.05
CAM015014,ORD018698,Radio Ads,2022-12-31,2024-05-02,17833,159871,42902,1241,0.04
CAM015015,ORD003982,Google Ads,2023-04-21,2024-05-24,954,191619,24004,437,0.1
CAM015016,ORD035011,Social Media,2023-04-30,2024-07-01,2190,176068,40599,905,0.08
CAM015017,ORD026282,Social Media,2023-01-18,2024-10-21,5656,157492,225159,704,0.04
CAM015018,ORD041241,Google Ads,2023-06-19,2024-08-25,1537,187306,236894,370,0.08
CAM015019,ORD011771,Email Campaign,2023-04-11,2024-11-22,9925,67921,128208,463,0.1
CAM015020,ORD025584,Social Media,2023-04-12,2024-11-24,19157,184964,127780,632,0.07
CAM015021,ORD026484,Google Ads,2023-05-10,2024-08-09,16422,90580,85776,1192,0.03
CAM015022,ORD030404,Radio Ads,2022-12-19,2024-01-23,5229,25377,202738,317,0.02
CAM015023,ORD012343,Radio Ads,2022-12-21,2024-02-18,5063,56931,160501,1691,0.06
CAM015024,ORD010030,Email Campaign,2023-01-12,2024-05-31,8776,66328,44022,163,0.03
CAM015025,ORD013731,Social Media,2023-01-31,2024-11-17,8711,71321,122244,361,0.07
CAM015026,ORD012742,TV Commercial,2023-03-22,2024-01-29,12171,157353,216952,447,0.08
CAM015027,ORD018493,TV Commercial,2023-06-22,2024-03-07,16365,66205,161332,139,0.01
CAM015028,ORD015012,Email Campaign,2023-09-06,2024-10-21,8410,149466,157022,1589,0.06
CAM015029,ORD004373,Google Ads,2023-02-06,2024-07-01,7168,14993,225078,349,0.06
CAM015030,ORD034671,Social Media,2022-12-18,2024-10-23,710,56122,12993,1054,0.09
CAM015031,ORD046196,Email Campaign,2023-07-20,2024-08-15,11755,197275,158260,1325,0.1
CAM015032,ORD029184,Radio Ads,2023-09-22,2024-09-29,2373,123250,93153,1930,0.07
CAM015033,ORD025029,TV Commercial,2023-06-10,2024-04-03,9818,130007,132038,1272,0.09
CAM015034,ORD049723,TV Commercial,2023-09-18,2024-04-13,2745,187444,116821,1790,0.1
CAM015035,ORD047986,Email Campaign,2023-01-06,2024-07-19,7979,127482,76404,460,0.03
CAM015036,ORD036458,TV Commercial,2023-03-16,2024-08-28,18888,129644,220474,1495,0.1
CAM015037,ORD049430,TV Commercial,2023-07-26,2024-04-05,9130,80736,71450,1572,0.02
CAM015038,ORD026981,Social Media,2023-03-24,2024-04-15,4541,168864,90998,776,0.07
CAM015039,ORD040261,TV Commercial,2023-04-11,2024-04-13,5079,168568,18555,1232,0.03
CAM015040,ORD039196,Email Campaign,2023-03-04,2024-06-08,13415,116324,116616,1886,0.06
CAM015041,ORD032763,TV Commercial,2023-08-23,2024-01-02,9303,103626,140557,532,0.03
CAM015042,ORD029292,TV Commercial,2023-03-21,2024-11-07,9292,65927,156393,734,0.09
CAM015043,ORD041333,Google Ads,2023-01-31,2024-06-14,14658,120616,87966,71,0.07
CAM015044,ORD029346,Google Ads,2022-12-10,2024-02-12,16393,172101,56517,1758,0.06
CAM015045,ORD013384,Social Media,2023-08-19,2023-12-30,18923,174764,230094,877,0.09
CAM015046,ORD012524,Email Campaign,2023-06-02,2024-04-14,6385,199975,219140,1440,0.09
CAM015047,ORD033142,Google Ads,2023-09-14,2024-06-06,15492,197648,68412,591,0.06
CAM015048,ORD028446,Google Ads,2022-12-14,2024-02-06,17395,191859,70857,1604,0.02
CAM015049,ORD023641,Radio Ads,2023-02-06,2024-08-16,12823,172215,123927,1161,0.07
CAM015050,ORD048171,TV Commercial,2023-08-28,2024-05-15,4949,103708,68031,795,0.09
CAM015051,ORD024824,Social Media,2022-12-23,2024-10-21,19571,31834,33674,1579,0.09
CAM015052,ORD018668,Google Ads,2023-03-11,2024-02-13,12255,192361,75302,964,0.01
CAM015053,ORD000516,Google Ads,2023-04-06,2024-05-01,18754,57138,210007,1580,0.05
CAM015054,ORD045525,TV Commercial,2023-03-12,2024-08-19,5430,118673,196069,1607,0.08
CAM015055,ORD011163,Google Ads,2023-04-16,2024-06-13,5881,178889,123568,1701,0.02
CAM015056,ORD048768,Social Media,2022-12-14,2024-07-07,10626,23895,84369,680,0.07
CAM015057,ORD019832,Email Campaign,2023-04-11,2024-05-14,2164,33689,195283,144,0.07
CAM015058,ORD025889,Social Media,2023-01-25,2024-09-25,3695,195693,158410,934,0.05
CAM015059,ORD007281,Google Ads,2023-10-15,2024-10-31,3055,61681,173241,1412,0.09
CAM015060,ORD025862,TV Commercial,2023-01-06,2024-06-16,10175,186886,11074,696,0.1
CAM015061,ORD049185,TV Commercial,2022-12-27,2024-08-05,5290,178324,148692,635,0.07
CAM015062,ORD001507,Google Ads,2023-03-27,2024-04-20,8674,42568,125715,1746,0.03
CAM015063,ORD026425,Radio Ads,2023-10-21,2024-03-13,11012,179947,158863,488,0.06
CAM015064,ORD014173,Radio Ads,2023-09-26,2024-05-15,1150,117423,129876,1836,0.1
CAM015065,ORD006157,TV Commercial,2023-02-11,2024-09-18,10769,118533,171853,558,0.02
CAM015066,ORD006175,Radio Ads,2023-03-24,2024-05-25,17392,182049,216385,1912,0.03
CAM015067,ORD035958,TV Commercial,2023-05-29,2024-06-14,17864,24418,28642,1804,0.09
CAM015068,ORD037126,Radio Ads,2023-02-10,2024-07-23,13245,106566,68727,1528,0.01
CAM015069,ORD034528,TV Commercial,2023-06-25,2024-12-07,3517,153429,95224,571,0.02
CAM015070,ORD023250,Google Ads,2023-05-06,2024-06-06,15025,195892,217562,565,0.01
CAM015071,ORD034305,Google Ads,2023-04-19,2024-02-19,18359,16963,175334,1470,0.03
CAM015072,ORD029278,Social Media,2023-07-14,2024-09-26,14216,197566,38760,1730,0.05
CAM015073,ORD043217,Google Ads,2023-06-13,2024-05-11,655,91523,215844,1484,0.01
CAM015074,ORD001516,Radio Ads,2023-06-25,2024-10-19,14797,97265,90139,397,0.07
CAM015075,ORD048132,TV Commercial,2023-09-03,2024-01-22,7067,186812,47944,1847,0.08
CAM015076,ORD007689,Email Campaign,2022-12-29,2024-06-10,18493,150143,108769,1957,0.1
CAM015077,ORD012767,Social Media,2023-11-25,2024-05-12,16679,66334,53846,233,0.06
CAM015078,ORD032640,Google Ads,2023-07-15,2024-04-28,9052,163948,108656,725,0.1
CAM015079,ORD031849,TV Commercial,2023-11-25,2024-06-22,17238,114675,235074,1661,0.04
CAM015080,ORD002265,Google Ads,2023-01-20,2023-12-16,539,31366,174235,1819,0.02
CAM015081,ORD022305,Radio Ads,2023-05-06,2024-05-19,19582,61040,220070,1598,0.03
CAM015082,ORD004225,Social Media,2023-08-03,2024-07-12,16668,101557,178422,1181,0.01
CAM015083,ORD016975,Radio Ads,2023-11-21,2024-07-10,7523,105447,23779,1346,0.01
CAM015084,ORD049748,TV Commercial,2023-05-11,2024-06-14,522,157855,125689,1520,0.1
CAM015085,ORD036628,Google Ads,2023-08-21,2023-12-17,9508,69495,51356,1639,0.04
CAM015086,ORD011480,TV Commercial,2022-12-14,2024-11-17,18982,5367,71678,83,0.1
CAM015087,ORD030440,Email Campaign,2023-07-24,2024-02-05,14460,146266,105808,1861,0.04
CAM015088,ORD036720,Google Ads,2023-11-21,2023-12-14,6037,66440,144889,1385,0.02
CAM015089,ORD026603,TV Commercial,2023-08-02,2024-03-23,5649,195539,160797,1921,0.09
CAM015090,ORD030799,TV Commercial,2023-06-05,2024-07-20,16333,105256,228800,677,0.04
CAM015091,ORD031665,TV Commercial,2023-01-24,2024-05-20,15332,155050,111956,761,0.06
CAM015092,ORD013240,Email Campaign,2023-03-16,2024-07-17,2916,57947,176618,380,0.03
CAM015093,ORD009326,Social Media,2023-03-07,2024-06-14,6186,152481,228081,1742,0.05
CAM015094,ORD037679,Google Ads,2023-01-13,2024-01-23,18054,117535,178654,273,0.05
CAM015095,ORD031920,Radio Ads,2023-01-20,2023-12-11,7656,56448,40304,1310,0.08
CAM015096,ORD038797,Email Campaign,2023-09-30,2024-09-08,4137,162647,59570,1506,0.05
CAM015097,ORD029901,TV Commercial,2023-02-04,2024-11-28,2168,126045,140266,1331,0.02
CAM015098,ORD037314,Radio Ads,2022-12-12,2024-10-23,1080,116938,135339,755,0.03
CAM015099,ORD040974,TV Commercial,2023-02-22,2024-01-20,3375,100370,95088,1909,0.09
CAM015100,ORD033211,TV Commercial,2023-02-18,2024-06-19,5020,77233,184108,1754,0.06
CAM015101,ORD031884,Google Ads,2023-07-01,2024-08-22,2645,50034,24577,102,0.02
CAM015102,ORD032934,Email Campaign,2023-06-23,2024-09-09,10498,18180,115820,936,0.08
CAM015103,ORD030651,Social Media,2023-12-07,2024-05-21,12712,142871,222344,1858,0.06
CAM015104,ORD048910,TV Commercial,2022-12-16,2024-10-10,8348,76703,214966,187,0.09
CAM015105,ORD021743,Radio Ads,2023-09-16,2024-05-08,12947,135564,217305,183,0.01
CAM015106,ORD003529,Social Media,2023-07-10,2024-04-01,15591,179249,141421,1183,0.09
CAM015107,ORD018829,Google Ads,2023-01-29,2024-11-20,4567,59449,115260,1036,0.04
CAM015108,ORD043243,Radio Ads,2023-08-23,2024-03-16,10842,161689,68149,598,0.01
CAM015109,ORD013058,TV Commercial,2023-03-06,2024-02-19,10089,77467,174196,812,0.05
CAM015110,ORD019046,Social Media,2023-06-04,2024-07-18,16437,18234,145897,1288,0.08
CAM015111,ORD049229,Email Campaign,2023-05-04,2023-12-29,11296,41800,55537,434,0.05
CAM015112,ORD029169,Social Media,2022-12-19,2024-12-05,11097,110247,20548,1142,0.01
CAM015113,ORD001199,Radio Ads,2023-02-21,2024-05-10,13481,160239,103813,1158,0.02
CAM015114,ORD008834,Google Ads,2023-04-10,2024-03-02,13170,24135,150654,1188,0.1
CAM015115,ORD046064,Google Ads,2023-08-11,2024-03-01,2125,123099,8478,903,0.04
CAM015116,ORD035660,Email Campaign,2023-02-27,2024-01-15,12918,56426,104078,1788,0.03
CAM015117,ORD037920,Radio Ads,2023-10-03,2024-09-02,17454,136755,52538,489,0.07
CAM015118,ORD013887,Email Campaign,2023-03-09,2024-05-29,18905,30342,54256,73,0.03
CAM015119,ORD029574,Radio Ads,2023-09-03,2024-09-10,15158,101090,110010,245,0.05
CAM015120,ORD027334,Social Media,2022-12-13,2024-02-15,15158,110013,98317,1961,0.03
CAM015121,ORD018680,Radio Ads,2023-10-30,2024-10-17,9902,41210,30124,1301,0.04
CAM015122,ORD046857,Google Ads,2023-04-21,2024-08-12,18703,70844,231468,901,0.06
CAM015123,ORD006426,Email Campaign,2023-08-02,2024-06-24,4000,149496,9162,1236,0.07
CAM015124,ORD046606,Email Campaign,2023-06-24,2024-07-10,3718,41186,218557,907,0.03
CAM015125,ORD031414,Email Campaign,2023-11-12,2024-08-24,14643,114184,97432,1580,0.06
CAM015126,ORD044626,Radio Ads,2023-07-03,2024-03-12,4230,85584,33202,1862,0.07
CAM015127,ORD030509,Google Ads,2023-08-05,2024-10-11,5367,59955,232533,290,0.07
CAM015128,ORD004293,TV Commercial,2023-05-31,2024-05-09,18893,14455,207606,268,0.03
CAM015129,ORD033788,Email Campaign,2023-06-25,2024-01-07,15396,39962,221133,1103,0.08
CAM015130,ORD043250,Social Media,2023-11-13,2023-12-11,8708,28175,176829,248,0.04
CAM015131,ORD004258,Email Campaign,2023-02-13,2024-03-13,19310,26222,25902,916,0.08
CAM015132,ORD012782,Google Ads,2023-07-10,2024-08-01,9312,26379,115884,238,0.09
CAM015133,ORD003168,Radio Ads,2023-11-27,2024-03-21,18840,131238,70614,488,0.07
CAM015134,ORD010572,Social Media,2023-08-17,2024-06-26,6629,112181,201529,1920,0.07
CAM015135,ORD035630,TV Commercial,2023-10-02,2024-08-15,19302,40440,23127,892,0.05
CAM015136,ORD032820,Email Campaign,2023-01-07,2024-07-12,6146,88341,170278,1219,0.01
CAM015137,ORD024563,TV Commercial,2023-06-18,2024-07-20,2998,145258,160496,1588,0.01
CAM015138,ORD011122,Social Media,2023-04-19,2024-02-18,6439,178906,39380,1386,0.04
CAM015139,ORD035736,TV Commercial,2023-10-25,2024-07-12,15988,70968,50868,703,0.02
CAM015140,ORD017634,Social Media,2023-05-09,2024-06-28,1667,72573,107602,1358,0.03
CAM015141,ORD014570,Social Media,2023-11-29,2024-10-21,4926,152890,132109,1872,0.07
CAM015142,ORD027696,Google Ads,2023-01-03,2024-04-28,3549,142918,57427,996,0.06
CAM015143,ORD046966,Social Media,2023-10-24,2024-07-03,2614,105116,151284,694,0.05
CAM015144,ORD036641,Email Campaign,2023-12-08,2024-05-09,14831,80502,148884,904,0.08
CAM015145,ORD044360,Social Media,2023-07-25,2024-05-16,18948,169496,134396,365,0.02
CAM015146,ORD021045,TV Commercial,2023-01-15,2024-10-24,16614,135807,186351,1037,0.09
CAM015147,ORD026544,Email Campaign,2023-08-21,2024-03-10,6651,88406,48141,1730,0.07
CAM015148,ORD005868,Social Media,2023-06-30,2024-04-21,14323,157158,106668,1756,0.08
CAM015149,ORD041934,TV Commercial,2023-07-21,2024-06-30,17912,179404,10534,794,0.09
CAM015150,ORD009157,TV Commercial,2023-01-29,2024-10-14,11453,111833,26083,388,0.09
CAM015151,ORD025547,Email Campaign,2023-10-16,2024-03-08,7149,109028,42546,1997,0.06
CAM015152,ORD044401,Social Media,2023-05-03,2024-08-28,19941,183463,127425,542,0.04
CAM015153,ORD030427,Google Ads,2023-07-02,2024-10-15,17056,133189,15081,102,0.07
CAM015154,ORD020346,TV Commercial,2023-10-03,2024-01-05,12564,123383,19240,647,0.05
CAM015155,ORD048137,TV Commercial,2023-03-24,2024-01-14,7962,144413,114546,603,0.02
CAM015156,ORD047012,Email Campaign,2023-04-04,2024-03-13,8514,108237,43194,1476,0.03
CAM015157,ORD005473,Radio Ads,2023-11-08,2023-12-13,11358,130104,157239,353,0.05
CAM015158,ORD027094,TV Commercial,2023-06-27,2023-12-31,13978,74180,224940,665,0.09
CAM015159,ORD037989,TV Commercial,2023-07-03,2024-11-11,10407,54579,65877,59,0.06
CAM015160,ORD025571,Email Campaign,2023-03-17,2024-04-06,5673,144866,229194,224,0.03
CAM015161,ORD004263,Radio Ads,2023-04-23,2024-02-02,17758,38682,94107,331,0.09
CAM015162,ORD039239,Social Media,2023-04-18,2024-06-15,15024,119185,152344,1844,0.09
CAM015163,ORD001292,Google Ads,2023-01-26,2024-09-05,18709,59352,207086,1858,0.06
CAM015164,ORD001119,Social Media,2023-11-14,2024-08-19,646,90544,126646,579,0.09
CAM015165,ORD026347,Social Media,2023-03-24,2024-01-02,18846,179242,127071,1672,0.01
CAM015166,ORD014900,TV Commercial,2023-03-09,2024-08-01,11245,80122,27878,1423,0.06
CAM015167,ORD014670,Email Campaign,2022-12-27,2024-03-06,12461,199477,209383,1818,0.05
CAM015168,ORD045525,Radio Ads,2023-10-29,2024-11-15,5944,20193,84871,1954,0.03
CAM015169,ORD015313,TV Commercial,2023-01-02,2024-01-13,3929,145315,94704,627,0.01
CAM015170,ORD019664,Radio Ads,2023-09-12,2023-12-28,2260,120666,188428,1862,0.09
CAM015171,ORD004596,Social Media,2023-02-21,2024-03-23,15241,97422,76622,1896,0.09
CAM015172,ORD018052,Radio Ads,2023-02-18,2024-10-11,17033,58826,227571,1051,0.02
CAM015173,ORD010953,TV Commercial,2023-05-08,2023-12-25,19521,155389,53388,795,0.05
CAM015174,ORD034042,Email Campaign,2023-08-11,2024-01-18,6223,8670,134844,343,0.09
CAM015175,ORD039832,Email Campaign,2023-03-28,2024-01-23,11379,75880,219960,1091,0.06
CAM015176,ORD035303,Email Campaign,2023-10-03,2024-02-14,5320,161718,181982,1335,0.09
CAM015177,ORD048458,Email Campaign,2023-05-18,2024-11-19,17131,135098,215217,1707,0.07
CAM015178,ORD028502,Google Ads,2023-04-04,2024-11-12,14191,156012,190303,996,0.07
CAM015179,ORD025795,Social Media,2023-08-10,2024-10-07,11487,194726,22351,119,0.06
CAM015180,ORD047164,Social Media,2023-01-09,2024-04-14,7176,134649,213894,1727,0.09
CAM015181,ORD028747,Email Campaign,2023-04-17,2024-02-03,784,73081,116974,1586,0.07
CAM015182,ORD048597,Radio Ads,2023-10-23,2024-03-27,2743,199544,34712,1680,0.09
CAM015183,ORD010273,Social Media,2023-04-01,2024-11-06,17106,22451,40214,1761,0.01
CAM015184,ORD015741,Social Media,2023-10-22,2024-03-18,11494,63822,96153,513,0.05
CAM015185,ORD008508,TV Commercial,2023-03-14,2024-11-11,3245,62812,40959,1834,0.03
CAM015186,ORD043663,Radio Ads,2023-10-03,2024-03-17,660,54026,176994,1672,0.03
CAM015187,ORD035257,Radio Ads,2023-08-20,2024-11-20,12762,169884,106609,1876,0.08
CAM015188,ORD031516,TV Commercial,2023-04-22,2024-04-01,13794,176840,147676,337,0.02
CAM015189,ORD042745,Radio Ads,2023-11-13,2024-10-27,16938,48819,68985,188,0.08
CAM015190,ORD028800,Google Ads,2023-08-07,2023-12-31,6649,196449,101110,1101,0.05
CAM015191,ORD039972,TV Commercial,2023-09-23,2024-04-03,2944,154456,96021,990,0.05
CAM015192,ORD026576,Social Media,2023-02-25,2024-09-17,15443,160400,153712,1053,0.04
CAM015193,ORD026481,TV Commercial,2023-04-23,2024-06-16,16150,177297,135256,1870,0.06
CAM015194,ORD004952,Google Ads,2023-05-29,2024-05-14,16120,126255,190201,1948,0.05
CAM015195,ORD018541,Email Campaign,2023-05-02,2024-09-30,8513,38889,30385,548,0.1
CAM015196,ORD038766,Social Media,2023-04-05,2024-01-13,989,101080,118156,165,0.08
CAM015197,ORD046060,Email Campaign,2023-06-21,2024-10-04,2594,11568,103796,613,0.02
CAM015198,ORD045032,TV Commercial,2023-07-31,2024-02-19,10534,170272,92140,1264,0.09
CAM015199,ORD023143,Radio Ads,2023-03-10,2024-05-02,19277,119069,173218,233,0.07
CAM015200,ORD026795,TV Commercial,2023-10-14,2024-06-26,13217,121778,104702,1354,0.02
CAM015201,ORD010621,Email Campaign,2023-05-27,2024-11-28,3041,61492,62613,1187,0.05
CAM015202,ORD042122,Radio Ads,2023-05-01,2024-06-01,17615,78490,6921,822,0.09
CAM015203,ORD049606,TV Commercial,2023-05-14,2024-09-27,8635,29813,202579,329,0.07
CAM015204,ORD016496,TV Commercial,2023-02-26,2024-03-29,6158,66112,187368,1729,0.05
CAM015205,ORD032556,Social Media,2023-09-25,2024-09-27,16401,76246,181324,1767,0.09
CAM015206,ORD029081,Social Media,2023-06-09,2023-12-15,6667,38762,9124,615,0.05
CAM015207,ORD027265,Google Ads,2023-06-22,2024-10-30,7839,149104,53940,1233,0.03
CAM015208,ORD041156,Radio Ads,2023-05-12,2024-06-20,8328,137597,236438,129,0.02
CAM015209,ORD049262,Google Ads,2022-12-23,2024-12-07,5207,29118,51264,291,0.06
CAM015210,ORD039856,Google Ads,2023-06-18,2024-04-06,8654,48516,130413,299,0.06
CAM015211,ORD014708,Google Ads,2023-04-07,2024-04-10,12045,173835,201321,679,0.06
CAM015212,ORD022824,Email Campaign,2023-06-27,2024-05-30,2185,196227,78376,84,0.1
CAM015213,ORD043156,Email Campaign,2023-08-31,2024-05-24,4806,175235,118192,1970,0.01
CAM015214,ORD036178,Radio Ads,2023-02-01,2024-09-05,8217,97688,142186,1706,0.04
CAM015215,ORD047489,Social Media,2023-10-03,2024-01-24,7054,16535,236757,717,0.02
CAM015216,ORD016045,Social Media,2023-06-27,2024-01-03,9644,146088,13855,709,0.02
CAM015217,ORD021324,Social Media,2023-10-21,2024-02-24,14577,136492,234642,1445,0.03
CAM015218,ORD004731,Radio Ads,2023-07-27,2024-11-17,11896,37114,164817,219,0.05
CAM015219,ORD039304,TV Commercial,2023-09-01,2024-05-30,6693,61183,156871,109,0.08
CAM015220,ORD014642,Radio Ads,2023-01-10,2024-10-25,3286,67008,87855,114,0.01
CAM015221,ORD016114,Google Ads,2023-08-01,2024-01-09,13189,157658,172933,295,0.03
CAM015222,ORD033313,Radio Ads,2023-07-06,2024-10-24,5798,185314,18183,171,0.05
CAM015223,ORD020490,Radio Ads,2023-02-17,2024-09-01,6431,83705,125719,292,0.1
CAM015224,ORD004998,Google Ads,2023-10-26,2024-08-26,16124,185696,155562,1905,0.04
CAM015225,ORD024945,Email Campaign,2023-05-22,2024-04-14,14367,180379,153351,1004,0.07
CAM015226,ORD041287,Email Campaign,2023-04-29,2024-07-19,1048,24437,38904,1456,0.06
CAM015227,ORD049554,Email Campaign,2023-06-21,2024-04-21,9375,81585,147806,411,0.03
CAM015228,ORD016918,Email Campaign,2023-06-03,2024-03-19,1130,62313,130312,1441,0.05
CAM015229,ORD046223,TV Commercial,2023-10-14,2024-11-21,897,86842,17413,115,0.08
CAM015230,ORD019000,Email Campaign,2023-09-24,2024-01-22,7893,161377,97418,1302,0.04
CAM015231,ORD035903,TV Commercial,2023-05-03,2024-03-20,14910,114437,57986,1810,0.04
CAM015232,ORD036070,Radio Ads,2023-04-03,2024-01-23,18248,184296,6970,1434,0.05
CAM015233,ORD040355,Radio Ads,2022-12-18,2024-01-14,13528,64555,12674,688,0.06
CAM015234,ORD005085,Radio Ads,2022-12-10,2024-03-19,2683,61896,11401,1203,0.09
CAM015235,ORD009954,Social Media,2023-08-17,2024-09-16,13638,175981,129292,1591,0.02
CAM015236,ORD016611,Email Campaign,2023-10-15,2024-06-11,12691,35267,190742,406,0.07
CAM015237,ORD029246,TV Commercial,2023-06-04,2024-10-29,9797,120041,160651,1739,0.07
CAM015238,ORD014247,TV Commercial,2022-12-22,2024-08-13,16285,163340,84088,1720,0.06
CAM015239,ORD024492,Email Campaign,2023-09-26,2024-06-11,10476,174614,134175,703,0.05
CAM015240,ORD016078,TV Commercial,2022-12-27,2024-08-20,19168,131058,123007,264,0.04
CAM015241,ORD027262,Email Campaign,2023-01-04,2024-09-12,19754,102193,193086,1897,0.04
CAM015242,ORD021108,Radio Ads,2023-09-23,2024-05-02,16931,125210,141393,891,0.03
CAM015243,ORD030440,Email Campaign,2023-04-18,2024-01-31,12197,169755,172669,887,0.03
CAM015244,ORD016460,Radio Ads,2023-03-22,2023-12-25,16043,125191,200733,189,0.06
CAM015245,ORD014535,Social Media,2023-08-06,2024-05-27,12589,194628,123866,550,0.04
CAM015246,ORD000913,Social Media,2023-07-08,2024-10-27,11763,14375,171178,988,0.09
CAM015247,ORD047273,Radio Ads,2023-04-28,2023-12-27,10796,76758,100906,546,0.03
CAM015248,ORD014120,TV Commercial,2023-08-16,2024-11-15,1565,103423,70562,119,0.07
CAM015249,ORD023850,Social Media,2023-08-28,2023-12-22,19696,16755,145272,1087,0.09
CAM015250,ORD032806,Social Media,2023-11-10,2024-06-29,6819,54938,90536,749,0.04
CAM015251,ORD014640,Google Ads,2023-09-13,2024-09-25,4206,87271,87403,162,0.06
CAM015252,ORD002784,Radio Ads,2023-05-23,2024-08-23,10553,106119,128301,781,0.04
CAM015253,ORD027670,Social Media,2023-03-29,2024-12-01,10794,18442,149276,527,0.02
CAM015254,ORD005740,TV Commercial,2022-12-11,2024-02-07,15579,164057,125283,805,0.04
CAM015255,ORD011473,Google Ads,2023-09-13,2024-07-14,16078,148327,146238,1072,0.05
CAM015256,ORD003905,TV Commercial,2023-08-06,2024-10-24,1602,65786,85892,1091,0.1
CAM015257,ORD007263,TV Commercial,2023-09-30,2024-03-20,16197,193267,210378,1489,0.06
CAM015258,ORD030690,Radio Ads,2023-03-10,2024-12-05,18775,150093,171417,1383,0.07
CAM015259,ORD018318,Social Media,2023-02-09,2024-11-26,4845,184251,102144,139,0.02
CAM015260,ORD031795,Radio Ads,2023-11-13,2024-04-25,2516,72734,164460,1063,0.09
CAM015261,ORD022466,Google Ads,2023-04-02,2024-11-26,2660,13786,223140,1438,0.03
CAM015262,ORD012447,TV Commercial,2022-12-22,2024-07-13,4903,145033,183631,1874,0.04
CAM015263,ORD004928,Radio Ads,2023-07-02,2024-11-10,18668,77576,72885,1026,0.1
CAM015264,ORD016034,Social Media,2023-06-22,2024-10-23,1535,72547,172048,352,0.05
CAM015265,ORD030368,Google Ads,2023-07-01,2024-03-20,10192,7897,201241,344,0.02
CAM015266,ORD003475,Radio Ads,2023-10-05,2024-07-26,12165,121898,196582,657,0.05
CAM015267,ORD019815,Google Ads,2023-08-23,2024-04-22,19850,199380,224410,801,0.07
CAM015268,ORD016336,Radio Ads,2023-09-20,2024-11-20,11816,67488,8367,1353,0.05
CAM015269,ORD008306,Google Ads,2023-04-10,2024-06-04,3711,130703,10441,1722,0.02
CAM015270,ORD046280,Social Media,2023-03-24,2024-12-09,17327,9027,225892,1251,0.07
CAM015271,ORD007379,Radio Ads,2023-03-07,2024-07-02,14494,61133,203797,736,0.03
CAM015272,ORD020857,Social Media,2023-07-19,2024-01-08,5716,57106,166605,229,0.05
CAM015273,ORD016298,TV Commercial,2023-05-13,2023-12-24,19683,12680,52974,595,0.07
CAM015274,ORD036416,TV Commercial,2023-08-03,2024-10-29,6458,194495,199329,1086,0.02
CAM015275,ORD016025,Social Media,2023-02-26,2024-04-26,6452,197651,185061,1296,0.06
CAM015276,ORD007313,Email Campaign,2023-01-04,2024-03-29,14252,38048,100206,1016,0.02
CAM015277,ORD046995,Email Campaign,2023-02-06,2024-06-25,15793,93818,48319,377,0.04
CAM015278,ORD006675,TV Commercial,2023-06-10,2024-11-13,9165,188467,21217,58,0.06
CAM015279,ORD031713,Social Media,2023-09-13,2024-08-16,7222,121726,22872,1245,0.03
CAM015280,ORD038893,Email Campaign,2023-03-06,2024-07-06,13502,191144,61002,1662,0.02
CAM015281,ORD042964,Email Campaign,2023-04-17,2024-03-13,18731,60385,206086,1649,0.02
CAM015282,ORD002064,TV Commercial,2023-04-23,2024-07-31,12612,53418,54688,140,0.02
CAM015283,ORD031687,Radio Ads,2023-01-27,2024-05-03,10515,84488,102398,1743,0.07
CAM015284,ORD028887,Google Ads,2023-01-06,2024-07-28,1293,134593,102398,86,0.02
CAM015285,ORD032910,Email Campaign,2022-12-17,2024-08-08,2676,141894,13249,922,0.04
CAM015286,ORD005436,Google Ads,2023-09-30,2024-05-04,8560,140239,192483,1035,0.05
CAM015287,ORD007995,Google Ads,2023-03-08,2024-02-07,7249,79984,68827,1206,0.06
CAM015288,ORD004753,TV Commercial,2023-04-28,2024-09-01,8028,11907,20712,1152,0.08
CAM015289,ORD007712,TV Commercial,2023-06-27,2024-04-16,15752,121396,210554,1527,0.03
