financial_id,order_id,cogs,operational_expenses,other_expenses,total_revenue,profit,financial_date,taxes_paid,discount_given
FIN042120,ORD042120,447,4894,2455,4491,466,2024-06-12,155,220
FIN042121,ORD042121,664,4711,1193,9903,4998,2024-09-24,370,232
FIN042122,ORD042122,806,1605,2545,4252,3024,2024-11-22,342,4
FIN042123,ORD042123,169,4072,1744,9290,5346,2023-01-20,109,260
FIN042124,ORD042124,273,1460,704,5802,8673,2023-10-18,385,293
FIN042125,ORD042125,232,4394,2716,2812,7001,2023-12-24,11,270
FIN042126,ORD042126,416,1410,2640,6657,5149,2024-08-04,225,76
FIN042127,ORD042127,340,4433,2626,9521,6137,2024-07-16,113,90
FIN042128,ORD042128,445,3571,2273,3590,-205,2024-05-30,243,24
FIN042129,ORD042129,994,3555,2548,3908,6776,2023-08-21,188,259
FIN042130,ORD042130,758,1406,1504,1362,1670,2023-08-08,252,74
FIN042131,ORD042131,352,1374,2954,3815,4489,2023-03-06,90,279
FIN042132,ORD042132,211,3717,1237,3837,8816,2023-06-23,262,41
FIN042133,ORD042133,532,3383,2338,4497,8885,2024-11-06,330,93
FIN042134,ORD042134,495,4947,2729,1364,7128,2024-03-09,71,225
FIN042135,ORD042135,165,4071,2507,6998,3544,2024-08-17,19,14
FIN042136,ORD042136,282,3248,1021,2583,1887,2023-02-16,300,88
FIN042137,ORD042137,458,2652,399,4468,2169,2024-01-03,283,21
FIN042138,ORD042138,642,4553,2729,3937,6141,2023-09-30,354,184
FIN042139,ORD042139,765,3555,1794,1436,230,2023-11-25,146,133
FIN042140,ORD042140,585,1105,2276,7196,2663,2023-09-30,61,98
FIN042141,ORD042141,518,1118,2756,7904,6154,2023-07-18,404,52
FIN042142,ORD042142,943,630,825,3983,7971,2023-09-13,212,28
FIN042143,ORD042143,569,4101,2847,7838,1265,2023-01-25,195,163
FIN042144,ORD042144,406,3260,1258,4466,556,2023-10-17,154,193
FIN042145,ORD042145,849,3664,1737,8024,3229,2024-11-08,241,291
FIN042146,ORD042146,470,4713,2845,8722,8531,2024-02-05,88,247
FIN042147,ORD042147,453,3274,2661,505,-61,2024-08-28,259,288
FIN042148,ORD042148,543,3705,2728,8076,7786,2024-01-21,282,185
FIN042149,ORD042149,911,1904,1633,7043,8051,2022-12-25,493,261
FIN042150,ORD042150,636,2345,1576,5246,1745,2024-01-13,45,213
FIN042151,ORD042151,477,3644,389,4804,1133,2023-12-04,480,248
FIN042152,ORD042152,332,678,606,818,1919,2023-05-28,340,38
FIN042153,ORD042153,947,1725,118,3510,2565,2023-02-17,357,176
FIN042154,ORD042154,879,2549,1740,6773,-313,2024-08-08,51,264
FIN042155,ORD042155,267,1033,249,3818,4895,2023-03-18,262,15
FIN042156,ORD042156,808,1714,1137,851,5085,2022-12-31,413,73
FIN042157,ORD042157,158,4507,517,5918,2963,2022-12-30,205,27
FIN042158,ORD042158,629,3773,693,8166,6103,2022-12-15,63,7
FIN042159,ORD042159,701,3501,952,7172,4366,2024-01-10,446,52
FIN042160,ORD042160,967,1112,274,3247,8270,2023-09-10,387,209
FIN042161,ORD042161,745,2408,2111,1284,8311,2023-04-24,362,173
FIN042162,ORD042162,164,2139,900,2706,1648,2023-06-09,55,106
FIN042163,ORD042163,525,3050,1929,8560,5043,2024-03-07,352,276
FIN042164,ORD042164,177,2297,2550,5793,4021,2024-01-07,338,25
FIN042165,ORD042165,845,929,1682,1402,694,2024-01-22,158,53
FIN042166,ORD042166,948,4435,1825,8445,4766,2024-05-07,126,135
FIN042167,ORD042167,790,2160,673,4951,6787,2024-10-01,470,105
FIN042168,ORD042168,105,2225,710,6748,3121,2023-06-18,375,157
FIN042169,ORD042169,178,2470,2614,1586,7520,2023-06-03,38,276
FIN042170,ORD042170,836,3838,2422,511,662,2023-05-20,447,124
FIN042171,ORD042171,252,3885,1703,3481,5543,2024-11-24,312,112
FIN042172,ORD042172,298,1755,1125,5844,2981,2023-08-14,30,235
FIN042173,ORD042173,687,2207,749,5232,4297,2023-01-19,250,162
FIN042174,ORD042174,446,2547,1812,2091,5689,2023-12-01,372,68
FIN042175,ORD042175,732,1289,1812,1888,4781,2024-06-27,60,122
FIN042176,ORD042176,755,2248,1934,5081,-71,2024-06-03,413,37
FIN042177,ORD042177,740,2260,1886,3138,2791,2023-11-01,421,151
FIN042178,ORD042178,153,4766,1040,9563,3400,2023-07-09,136,262
FIN042179,ORD042179,904,1785,1002,9076,2374,2024-09-23,240,199
FIN042180,ORD042180,192,4888,2520,2759,6014,2023-07-28,446,2
FIN042181,ORD042181,574,689,1988,513,2761,2023-09-09,80,231
FIN042182,ORD042182,780,3756,538,4046,6795,2023-02-28,330,200
FIN042183,ORD042183,426,3627,2525,1803,7990,2024-09-30,452,272
FIN042184,ORD042184,528,4642,1207,6493,4568,2024-08-27,295,122
FIN042185,ORD042185,708,4811,549,1960,1391,2024-11-08,52,201
FIN042186,ORD042186,614,2365,2697,4756,3035,2023-12-27,406,149
FIN042187,ORD042187,844,1610,2754,6623,8386,2024-12-05,273,8
FIN042188,ORD042188,965,3163,1641,4875,7540,2024-03-31,478,55
FIN042189,ORD042189,167,2918,1437,3374,-172,2023-12-25,406,255
FIN042190,ORD042190,544,2823,1365,1454,6150,2024-01-30,202,153
FIN042191,ORD042191,962,4692,537,1449,8791,2024-10-01,413,207
FIN042192,ORD042192,228,3113,623,5379,581,2023-12-01,155,8
FIN042193,ORD042193,237,946,1359,4222,4842,2024-04-04,103,170
FIN042194,ORD042194,852,4127,417,4394,7941,2023-10-03,369,96
FIN042195,ORD042195,124,3771,2138,6042,2853,2024-05-03,497,38
FIN042196,ORD042196,365,4438,1932,8342,4695,2023-12-06,333,113
FIN042197,ORD042197,123,4469,2920,6658,6229,2023-01-27,328,7
FIN042198,ORD042198,645,4766,380,5421,2275,2023-08-05,12,108
FIN042199,ORD042199,342,1435,753,1477,6273,2023-08-05,48,241
FIN042200,ORD042200,343,2101,509,9683,5450,2023-01-03,441,277
FIN042201,ORD042201,104,1369,2405,6992,8798,2023-04-13,354,200
FIN042202,ORD042202,973,3977,2641,1303,7244,2024-09-26,461,3
FIN042203,ORD042203,963,3877,1746,4619,8828,2023-07-21,293,12
FIN042204,ORD042204,950,567,2023,7439,-275,2023-01-23,88,299
FIN042205,ORD042205,176,530,942,598,2315,2023-01-15,234,60
FIN042206,ORD042206,105,4719,852,8998,-390,2024-09-17,496,215
FIN042207,ORD042207,177,4159,1070,595,2854,2024-09-18,308,164
FIN042208,ORD042208,687,4773,2339,2796,4472,2024-10-18,202,178
FIN042209,ORD042209,352,3977,813,2061,8249,2024-09-27,153,166
FIN042210,ORD042210,296,2598,1856,4559,4604,2023-11-21,240,165
FIN042211,ORD042211,958,1746,1834,8167,5526,2023-08-01,357,165
FIN042212,ORD042212,727,4138,722,3410,8052,2023-05-06,392,32
FIN042213,ORD042213,365,1338,1028,8488,6246,2023-05-18,271,152
FIN042214,ORD042214,176,2508,2108,7045,5036,2024-11-02,317,160
FIN042215,ORD042215,902,2938,820,6097,912,2024-06-28,277,288
FIN042216,ORD042216,106,3296,1356,1641,2186,2023-12-28,371,93
FIN042217,ORD042217,809,2346,2683,5905,-442,2023-11-09,290,95
FIN042218,ORD042218,284,1865,604,8559,5948,2024-11-06,57,276
FIN042219,ORD042219,677,3249,2779,6447,5830,2023-03-09,167,104
FIN042220,ORD042220,256,1882,2969,1992,761,2024-10-23,137,106
FIN042221,ORD042221,489,863,2449,2019,4882,2023-02-08,88,285
FIN042222,ORD042222,737,4981,2416,6146,3945,2024-11-02,208,57
FIN042223,ORD042223,472,1103,798,2352,1286,2024-05-04,28,275
FIN042224,ORD042224,946,1512,1099,4019,1840,2023-03-31,195,59
FIN042225,ORD042225,853,2699,400,1558,8530,2024-11-01,118,218
FIN042226,ORD042226,279,2126,2149,744,2905,2024-03-23,102,131
FIN042227,ORD042227,477,1622,1230,2891,8854,2024-12-09,383,230
FIN042228,ORD042228,887,1637,1449,8052,3167,2023-12-05,77,59
FIN042229,ORD042229,205,3870,2983,938,5043,2023-09-05,383,276
FIN042230,ORD042230,840,3423,2414,3852,4600,2023-03-17,170,240
FIN042231,ORD042231,567,2699,2335,7162,6358,2023-08-28,344,98
FIN042232,ORD042232,558,848,999,4914,7540,2023-01-19,82,84
FIN042233,ORD042233,606,3073,1985,9527,354,2023-12-24,206,55
FIN042234,ORD042234,143,4300,2317,4402,4356,2023-09-29,308,213
FIN042235,ORD042235,502,831,603,3331,118,2023-09-20,199,105
FIN042236,ORD042236,564,2370,2619,4010,3482,2023-05-28,427,44
FIN042237,ORD042237,127,4447,2254,5674,8685,2022-12-28,397,129
FIN042238,ORD042238,187,3753,2839,2386,6586,2023-08-18,52,77
FIN042239,ORD042239,775,2231,2983,7095,4152,2023-06-15,457,148
FIN042240,ORD042240,957,3880,149,1413,319,2024-09-12,224,245
FIN042241,ORD042241,507,1477,1945,6167,8162,2024-05-23,231,187
FIN042242,ORD042242,471,4797,1297,7817,4940,2024-11-14,348,265
FIN042243,ORD042243,408,4744,2043,9119,4818,2023-08-23,482,211
FIN042244,ORD042244,752,518,686,6317,-424,2023-03-28,294,251
FIN042245,ORD042245,492,3260,875,749,4664,2023-02-27,429,220
FIN042246,ORD042246,102,2032,1865,8819,2887,2023-10-14,176,131
FIN042247,ORD042247,478,1301,1408,5647,7953,2024-01-05,147,200
FIN042248,ORD042248,411,4244,1218,9214,8370,2023-08-01,323,193
FIN042249,ORD042249,797,4348,636,7101,3443,2024-04-19,435,170
FIN042250,ORD042250,964,1524,2078,5716,7480,2024-05-01,370,121
FIN042251,ORD042251,201,2729,1652,3109,-194,2024-06-05,29,74
FIN042252,ORD042252,246,2041,1329,1615,7020,2023-06-02,471,101
FIN042253,ORD042253,299,4531,469,9712,964,2024-08-13,386,43
FIN042254,ORD042254,913,3331,1808,6432,1093,2024-01-06,338,124
FIN042255,ORD042255,150,1897,1054,8793,3237,2024-05-03,106,68
FIN042256,ORD042256,845,2508,2802,2934,6178,2024-11-06,183,170
FIN042257,ORD042257,704,4508,1905,7574,7089,2024-10-26,477,110
FIN042258,ORD042258,579,2692,2492,6945,3590,2023-12-18,391,58
FIN042259,ORD042259,162,773,2600,2134,4632,2024-01-18,426,221
FIN042260,ORD042260,760,1383,1702,5682,4345,2024-07-28,423,262
FIN042261,ORD042261,363,1935,1648,8960,8758,2024-08-06,450,134
FIN042262,ORD042262,569,557,2487,1439,7082,2024-04-14,246,23
FIN042263,ORD042263,334,2628,2150,6880,6672,2023-11-04,123,221
FIN042264,ORD042264,701,4740,475,6361,4354,2023-04-17,328,144
FIN042265,ORD042265,176,2284,1659,1895,8369,2024-08-23,187,68
FIN042266,ORD042266,850,3744,1142,7566,7248,2024-03-05,31,190
FIN042267,ORD042267,193,3435,548,3736,5230,2023-12-27,337,168
FIN042268,ORD042268,193,3548,2122,674,4395,2023-06-14,184,216
FIN042269,ORD042269,308,2277,643,9624,5678,2024-06-07,348,36
FIN042270,ORD042270,233,1643,2806,4014,5803,2024-03-06,277,143
FIN042271,ORD042271,374,2752,970,6022,1556,2023-03-14,308,106
FIN042272,ORD042272,627,3170,439,1404,6580,2024-01-24,47,155
FIN042273,ORD042273,107,673,2772,4758,4193,2023-05-07,326,64
FIN042274,ORD042274,943,4997,385,1420,589,2024-07-20,29,103
FIN042275,ORD042275,442,1156,2156,6885,1737,2024-04-12,448,54
FIN042276,ORD042276,899,3905,1533,9854,6099,2023-10-17,235,229
FIN042277,ORD042277,385,1220,2195,7318,4016,2024-06-14,54,71
FIN042278,ORD042278,483,3402,1861,4794,7095,2023-03-23,334,198
FIN042279,ORD042279,603,756,801,3019,2414,2023-03-02,433,264
FIN042280,ORD042280,790,1899,2793,8468,2985,2023-12-08,334,66
FIN042281,ORD042281,992,2698,883,7927,2283,2023-06-19,454,148
FIN042282,ORD042282,515,1476,323,1658,629,2023-03-17,162,218
FIN042283,ORD042283,940,3887,2416,9884,5955,2024-09-07,46,75
FIN042284,ORD042284,497,2605,581,3523,1779,2024-10-13,419,157
FIN042285,ORD042285,530,585,2967,5650,6500,2023-10-06,479,125
FIN042286,ORD042286,581,3664,1292,608,5111,2024-05-28,299,118
FIN042287,ORD042287,977,1722,465,7751,5403,2023-08-28,383,42
FIN042288,ORD042288,429,3997,1982,1909,-270,2024-12-06,453,46
FIN042289,ORD042289,569,4076,2919,7479,8856,2023-05-14,152,266
FIN042290,ORD042290,324,4661,423,910,868,2024-04-07,486,38
FIN042291,ORD042291,759,3981,1109,1365,8158,2023-05-04,128,265
FIN042292,ORD042292,512,3781,480,3438,8070,2023-08-07,163,198
FIN042293,ORD042293,162,4198,313,6209,7025,2023-08-22,303,199
FIN042294,ORD042294,534,3422,662,6262,615,2023-08-01,466,59
FIN042295,ORD042295,923,1757,770,4784,1716,2023-10-05,115,173
FIN042296,ORD042296,679,4670,861,3273,601,2024-08-22,436,118
FIN042297,ORD042297,478,844,213,9756,8155,2024-03-31,372,257
FIN042298,ORD042298,579,4120,2483,6253,2490,2024-01-27,319,280
FIN042299,ORD042299,912,2917,1076,3637,2223,2024-10-21,158,274
FIN042300,ORD042300,596,2646,1362,4340,8249,2024-08-21,128,270
FIN042301,ORD042301,793,4835,2314,1163,2778,2023-02-04,77,201
FIN042302,ORD042302,280,4532,999,830,3891,2024-11-24,112,167
FIN042303,ORD042303,273,4675,1602,3747,6195,2023-03-30,155,106
FIN042304,ORD042304,641,3599,1006,5995,2805,2024-07-06,223,169
FIN042305,ORD042305,152,2241,1266,6779,2893,2023-01-02,346,294
FIN042306,ORD042306,726,2110,1224,4270,3538,2024-08-25,409,112
FIN042307,ORD042307,482,2619,2431,8486,3780,2024-10-22,190,138
FIN042308,ORD042308,985,701,2225,904,2879,2024-04-01,192,259
FIN042309,ORD042309,994,3626,1025,9488,3400,2023-08-24,225,261
FIN042310,ORD042310,857,1271,1346,4296,8423,2024-09-26,79,89
FIN042311,ORD042311,336,2013,1587,8837,432,2024-11-16,279,215
FIN042312,ORD042312,889,2572,2593,8920,772,2024-06-28,94,181
FIN042313,ORD042313,231,1484,1451,3647,2127,2023-09-02,131,10
FIN042314,ORD042314,213,4127,2829,7999,6806,2023-10-01,55,276
FIN042315,ORD042315,590,2353,1045,3169,6729,2023-05-06,79,209
FIN042316,ORD042316,359,2680,1020,3815,-479,2024-12-02,338,248
FIN042317,ORD042317,499,4760,2108,9041,6483,2023-06-21,57,36
FIN042318,ORD042318,127,4867,2464,1747,4031,2024-11-27,88,81
FIN042319,ORD042319,754,3053,1789,6616,4944,2023-08-18,42,204
FIN042320,ORD042320,742,4260,805,4009,7381,2024-09-29,419,87
FIN042321,ORD042321,535,3180,2299,6124,2865,2024-06-25,257,202
FIN042322,ORD042322,274,1312,1693,2110,4261,2023-08-12,239,161
FIN042323,ORD042323,835,2622,897,6130,4519,2022-12-22,376,200
FIN042324,ORD042324,457,801,1763,1990,2120,2023-04-02,434,116
FIN042325,ORD042325,302,1459,2121,874,775,2024-01-06,42,277
FIN042326,ORD042326,606,1608,2466,4765,6194,2024-08-05,428,282
FIN042327,ORD042327,809,1144,714,7406,969,2024-12-01,451,56
FIN042328,ORD042328,710,3309,1267,8652,1507,2023-06-21,38,218
FIN042329,ORD042329,225,2188,2401,4440,6952,2023-03-17,295,181
FIN042330,ORD042330,312,2115,2153,8820,367,2024-01-30,417,63
FIN042331,ORD042331,845,2739,233,9440,2764,2024-06-17,276,166
FIN042332,ORD042332,498,2309,872,7152,3684,2024-08-25,126,126
FIN042333,ORD042333,951,3798,695,2471,-145,2023-05-10,359,30
FIN042334,ORD042334,361,4160,2335,7822,8158,2024-06-24,445,195
FIN042335,ORD042335,998,2743,1112,2582,3011,2024-04-27,382,60
FIN042336,ORD042336,178,3891,1826,1648,6536,2023-01-26,154,40
FIN042337,ORD042337,560,2974,1156,1784,6076,2024-01-13,65,69
FIN042338,ORD042338,798,4928,2233,7013,3564,2024-04-29,336,246
FIN042339,ORD042339,890,1048,2993,1683,8556,2024-04-10,372,137
FIN042340,ORD042340,958,2963,2460,1230,985,2023-10-09,168,92
FIN042341,ORD042341,309,1143,980,5538,8183,2023-05-25,332,292
FIN042342,ORD042342,479,4861,1146,4579,5432,2024-02-07,42,82
FIN042343,ORD042343,402,2991,2616,9063,7276,2023-07-27,139,41
FIN042344,ORD042344,893,3402,482,2937,126,2022-12-25,334,28
FIN042345,ORD042345,221,2378,1346,9234,7915,2024-10-25,422,99
FIN042346,ORD042346,833,3940,2593,9944,626,2024-02-10,351,216
FIN042347,ORD042347,440,2854,2948,7659,3585,2024-08-11,406,13
FIN042348,ORD042348,874,4487,2422,5891,54,2024-05-06,472,140
FIN042349,ORD042349,585,1149,2791,6311,4295,2023-05-27,78,60
FIN042350,ORD042350,789,2518,1717,5354,6731,2024-07-15,20,258
FIN042351,ORD042351,618,2680,589,566,1453,2023-02-06,352,60
FIN042352,ORD042352,811,2046,330,3957,2428,2023-01-12,261,226
FIN042353,ORD042353,964,552,1413,7698,3513,2023-08-27,221,89
FIN042354,ORD042354,967,1144,1665,5160,7388,2024-11-26,185,26
FIN042355,ORD042355,673,3756,1794,6230,7579,2024-09-15,343,11
FIN042356,ORD042356,939,3917,2700,6177,1368,2023-06-30,194,72
FIN042357,ORD042357,270,3387,346,4768,3732,2024-10-26,460,138
FIN042358,ORD042358,457,2241,2988,8745,7393,2023-05-28,484,294
FIN042359,ORD042359,289,4312,1401,2561,6231,2023-08-24,154,208
FIN042360,ORD042360,352,4589,818,4570,8111,2024-06-04,363,163
FIN042361,ORD042361,479,538,2642,8610,8587,2023-09-16,39,248
FIN042362,ORD042362,330,1317,2052,6814,5700,2024-11-14,256,146
FIN042363,ORD042363,872,2329,1444,4618,5451,2024-07-04,293,153
FIN042364,ORD042364,831,612,2362,6655,3479,2023-12-19,320,278
FIN042365,ORD042365,664,1311,942,2811,6509,2023-06-01,88,265
FIN042366,ORD042366,139,3298,1609,3903,6550,2023-10-12,94,54
FIN042367,ORD042367,774,3596,786,6768,-468,2024-08-14,267,45
FIN042368,ORD042368,399,1169,2107,3782,8101,2024-11-29,94,73
FIN042369,ORD042369,481,4925,1781,2808,2407,2023-03-02,283,172
FIN042370,ORD042370,799,872,2140,7797,8946,2024-04-09,364,235
FIN042371,ORD042371,761,4184,1185,3619,8190,2023-10-09,431,1
FIN042372,ORD042372,144,1060,1236,863,7809,2024-07-11,38,177
FIN042373,ORD042373,744,4158,1460,2344,7687,2024-02-29,427,114
FIN042374,ORD042374,214,2228,441,7818,6572,2023-12-03,193,206
FIN042375,ORD042375,692,990,1102,6677,6381,2023-08-07,479,53
FIN042376,ORD042376,948,677,2745,8230,5591,2024-06-28,130,84
FIN042377,ORD042377,379,4977,2632,8400,1135,2023-12-06,59,13
FIN042378,ORD042378,619,3037,1776,1242,3732,2023-07-13,486,66
FIN042379,ORD042379,143,4954,376,5163,4472,2024-06-13,468,161
FIN042380,ORD042380,497,2506,2542,8236,2377,2023-02-27,441,198
FIN042381,ORD042381,561,1852,1148,6587,8628,2024-08-10,267,87
FIN042382,ORD042382,743,954,436,2037,7003,2024-07-06,108,56
FIN042383,ORD042383,287,2434,756,9176,1609,2024-01-06,269,236
FIN042384,ORD042384,100,1581,1162,3948,7232,2023-12-19,66,121
FIN042385,ORD042385,168,2267,1780,8719,2735,2024-05-28,124,65
FIN042386,ORD042386,215,934,196,4718,1964,2023-09-16,468,276
FIN042387,ORD042387,463,4808,2897,2771,5670,2023-08-24,257,32
FIN042388,ORD042388,885,2478,1021,4859,4030,2024-01-09,110,4
FIN042389,ORD042389,376,1885,1990,7962,2523,2023-06-12,278,36
FIN042390,ORD042390,322,896,691,1656,8561,2024-05-20,217,61
FIN042391,ORD042391,706,3347,1529,6866,6559,2023-11-27,58,54
FIN042392,ORD042392,851,4522,2575,2522,567,2023-01-11,254,145
FIN042393,ORD042393,277,4921,1090,2552,7866,2023-02-07,371,1
FIN042394,ORD042394,170,658,1545,1096,7193,2023-09-14,260,8
FIN042395,ORD042395,284,754,1255,2619,4927,2023-01-11,302,269
FIN042396,ORD042396,608,3379,1995,4702,6302,2024-11-08,23,281
FIN042397,ORD042397,190,3693,2419,822,2871,2023-01-21,28,156
FIN042398,ORD042398,190,2708,989,3859,974,2022-12-18,474,156
FIN042399,ORD042399,466,1510,2059,8712,2811,2024-03-06,87,60
FIN042400,ORD042400,775,592,2956,5773,1161,2023-04-18,85,16
FIN042401,ORD042401,558,2641,1671,1571,3282,2024-09-07,318,297
FIN042402,ORD042402,389,1592,1123,6490,1569,2024-01-06,240,139
FIN042403,ORD042403,397,4494,2851,6370,7519,2023-06-26,371,15
FIN042404,ORD042404,199,3710,971,2226,3417,2023-05-16,59,250
FIN042405,ORD042405,680,528,2605,3753,1789,2023-08-15,340,247
FIN042406,ORD042406,996,4460,2976,6048,1335,2024-01-19,312,274
FIN042407,ORD042407,337,2158,159,9660,5928,2022-12-17,363,285
FIN042408,ORD042408,350,4986,544,5752,610,2023-10-20,350,220
FIN042409,ORD042409,194,3190,2756,5763,6475,2023-06-16,383,157
FIN042410,ORD042410,576,3704,705,8923,6885,2023-09-04,106,25
FIN042411,ORD042411,739,3244,738,9360,1005,2024-03-08,283,210
FIN042412,ORD042412,848,3387,544,3629,4950,2024-01-22,470,189
FIN042413,ORD042413,749,3028,1292,3887,7202,2024-02-14,352,136
FIN042414,ORD042414,371,2586,2320,6011,7638,2023-09-03,275,182
FIN042415,ORD042415,216,3909,2881,8738,243,2024-05-21,459,214
FIN042416,ORD042416,653,2856,443,649,2100,2023-11-15,113,42
FIN042417,ORD042417,643,1924,2950,5457,3057,2023-03-29,244,45
FIN042418,ORD042418,801,4930,198,9354,959,2024-04-08,161,62
FIN042419,ORD042419,750,2563,2027,5742,3754,2023-03-17,254,275
FIN042420,ORD042420,317,3944,1344,9678,3982,2024-09-14,437,36
FIN042421,ORD042421,674,1348,1023,2095,5571,2023-07-26,120,187
FIN042422,ORD042422,916,3025,618,7210,5811,2023-02-15,46,265
FIN042423,ORD042423,980,1398,2183,9606,2813,2023-04-06,474,277
FIN042424,ORD042424,810,2107,1141,6350,3329,2024-04-22,163,89
FIN042425,ORD042425,807,4717,426,6840,4408,2024-07-02,461,263
FIN042426,ORD042426,190,2907,1099,674,327,2024-09-16,260,296
FIN042427,ORD042427,584,1929,568,9337,6327,2023-01-15,321,194
FIN042428,ORD042428,264,3674,2418,3010,8439,2024-08-16,97,241
FIN042429,ORD042429,881,2259,2089,7831,4090,2024-09-26,228,53
FIN042430,ORD042430,471,1415,1511,4076,1077,2024-07-18,295,127
FIN042431,ORD042431,374,1843,547,3896,1568,2022-12-19,416,77
FIN042432,ORD042432,257,1889,1513,8546,50,2024-07-29,332,72
FIN042433,ORD042433,526,3937,2799,8121,4393,2024-07-15,190,3
FIN042434,ORD042434,592,3676,848,5384,8685,2023-06-28,64,217
FIN042435,ORD042435,132,945,513,7159,4910,2023-12-21,22,128
FIN042436,ORD042436,820,1961,569,2943,4502,2024-04-27,180,110
FIN042437,ORD042437,844,685,1924,3038,4369,2024-03-07,310,46
FIN042438,ORD042438,196,2764,1505,6045,4100,2023-02-21,367,207
FIN042439,ORD042439,987,2771,2889,4295,6031,2023-11-01,140,181
FIN042440,ORD042440,455,972,1754,7795,4902,2024-09-17,417,214
FIN042441,ORD042441,771,3279,1263,1800,6220,2024-06-11,52,24
FIN042442,ORD042442,127,2644,876,1012,8315,2024-01-09,48,197
FIN042443,ORD042443,842,4797,1387,4128,811,2024-04-21,362,7
FIN042444,ORD042444,312,2877,2987,2763,129,2023-03-03,448,229
FIN042445,ORD042445,728,4843,1805,7497,6628,2024-04-16,304,226
FIN042446,ORD042446,559,2688,2199,6795,2239,2024-02-15,495,239
FIN042447,ORD042447,296,2034,109,2526,7723,2024-05-23,150,235
FIN042448,ORD042448,506,4336,1419,2843,2215,2023-02-08,295,55
FIN042449,ORD042449,586,2840,214,1350,971,2024-06-06,43,47
FIN042450,ORD042450,837,3721,2173,2587,-111,2023-03-08,17,126
FIN042451,ORD042451,976,1891,1971,823,3562,2023-09-14,482,2
FIN042452,ORD042452,170,3178,125,8751,7092,2023-08-04,294,278
FIN042453,ORD042453,863,895,1967,1423,8843,2023-10-08,160,108
FIN042454,ORD042454,823,843,2374,4515,3814,2024-05-16,440,243
FIN042455,ORD042455,739,2018,2876,6474,5139,2023-10-27,401,26
FIN042456,ORD042456,729,4495,124,6233,2537,2023-01-07,245,139
FIN042457,ORD042457,433,2707,575,8894,6775,2023-06-08,192,274
FIN042458,ORD042458,497,3767,242,8830,285,2024-01-18,368,108
FIN042459,ORD042459,752,1901,1256,7837,2483,2023-07-15,320,91
FIN042460,ORD042460,999,4686,713,3455,3603,2024-09-14,326,290
FIN042461,ORD042461,962,3436,2312,1478,1116,2024-02-26,327,213
FIN042462,ORD042462,360,531,1586,4873,1147,2024-10-06,253,207
FIN042463,ORD042463,699,571,836,9184,4550,2023-04-19,469,7
FIN042464,ORD042464,784,2858,1338,7658,3463,2024-07-17,317,278
FIN042465,ORD042465,234,3629,2636,2020,8081,2024-01-25,165,40
FIN042466,ORD042466,343,2401,132,8721,325,2023-01-16,402,143
FIN042467,ORD042467,486,695,1576,1623,8719,2024-04-02,404,264
FIN042468,ORD042468,780,4711,1721,1518,2422,2023-10-08,60,33
FIN042469,ORD042469,885,4386,1214,3071,4262,2023-12-02,17,126
FIN042470,ORD042470,888,3343,2077,7638,5707,2023-12-24,302,73
FIN042471,ORD042471,565,1390,2488,7323,7610,2024-05-30,423,77
FIN042472,ORD042472,366,1294,1330,3992,1420,2023-06-13,106,137
FIN042473,ORD042473,959,2201,1453,5535,165,2023-12-30,297,241
FIN042474,ORD042474,804,2038,2800,7853,1061,2024-03-28,303,144
FIN042475,ORD042475,824,3327,1783,6790,4709,2023-04-29,342,286
FIN042476,ORD042476,553,1521,1405,7159,2326,2024-09-16,147,60
FIN042477,ORD042477,404,2958,235,970,66,2023-01-11,171,74
FIN042478,ORD042478,971,4288,963,8525,1634,2024-03-13,87,79
FIN042479,ORD042479,109,2674,840,1287,8418,2023-05-30,88,243
FIN042480,ORD042480,250,1069,249,2746,3223,2024-09-30,452,236
FIN042481,ORD042481,691,1660,446,3535,7803,2024-06-13,324,286
FIN042482,ORD042482,557,1694,850,3815,8745,2023-08-15,494,4
FIN042483,ORD042483,555,2000,2143,7665,4950,2024-02-20,389,173
FIN042484,ORD042484,646,4874,644,1644,7360,2024-05-11,294,122
FIN042485,ORD042485,453,2099,551,8070,3542,2023-07-08,226,278
FIN042486,ORD042486,143,2543,662,8227,6644,2023-04-08,433,193
FIN042487,ORD042487,233,1968,1894,3895,6652,2023-12-17,320,193
FIN042488,ORD042488,326,1728,1422,5231,1880,2024-01-08,135,69
FIN042489,ORD042489,755,3781,1991,3606,360,2023-11-21,161,181
FIN042490,ORD042490,600,1476,581,1802,6198,2024-06-28,291,281
FIN042491,ORD042491,179,3732,2505,8690,-128,2024-06-24,65,41
FIN042492,ORD042492,888,1331,2353,5509,-34,2023-06-21,404,58
FIN042493,ORD042493,928,3021,309,2411,4408,2023-08-13,376,96
FIN042494,ORD042494,444,1758,444,2222,2330,2024-08-13,363,259
FIN042495,ORD042495,279,539,2363,1775,7353,2024-08-07,426,58
FIN042496,ORD042496,264,3400,1386,8166,7670,2023-05-11,483,49
FIN042497,ORD042497,936,1961,2635,3169,8881,2024-11-13,247,62
FIN042498,ORD042498,526,2330,2728,6036,6695,2024-02-19,127,158
FIN042499,ORD042499,220,2774,2076,2644,3574,2023-12-01,254,51
FIN042500,ORD042500,682,2923,1518,8663,2145,2024-05-20,61,280
FIN042501,ORD042501,573,2125,128,5981,690,2023-03-07,359,221
